"OU","ObjectClass","IdentityReference","PrincipalName","ActiveDirectoryRights","InheritanceType","ObjectType","InheritedObjectType","ObjectFlags","AccessControlType","IsInherited","InheritanceFlags","PropagationFlags","SDDate","InvocationID","OrgUSN","LegendText"
"CN=domainDNS-Display,CN=40E,CN=DisplaySpecifiers,CN=Configuration,<DOMAIN-DN>","displaySpecifier","S-1-5-11","NT AUTHORITY\Authenticated Users","GenericRead","None","00000000-0000-0000-0000-000000000000","00000000-0000-0000-0000-000000000000","None","Allow","False","None","None","","","","",
"CN=domainDNS-Display,CN=40E,CN=DisplaySpecifiers,CN=Configuration,<DOMAIN-DN>","displaySpecifier","S-1-5-18","NT AUTHORITY\SYSTEM","GenericAll","None","00000000-0000-0000-0000-000000000000","00000000-0000-0000-0000-000000000000","None","Allow","False","None","None","","","","",
"CN=domainDNS-Display,CN=40E,CN=DisplaySpecifiers,CN=Configuration,<DOMAIN-DN>","displaySpecifier","<ROOTDOMAINSID>-519","<ROOT-NETBIOS>\Enterprise Admins","CreateChild, DeleteChild, Self, WriteProperty, ExtendedRight, GenericRead, WriteDacl, WriteOwner","None","00000000-0000-0000-0000-000000000000","00000000-0000-0000-0000-000000000000","None","Allow","False","None","None","","","","",
"CN=domainPolicy-Display,CN=40E,CN=DisplaySpecifiers,CN=Configuration,<DOMAIN-DN>","displaySpecifier","<ROOTDOMAINSID>-519","<ROOT-NETBIOS>\Enterprise Admins","Read permissions, Modify permissions","None","None","None","None","Owner","False","None","None","","","","",
"CN=domainPolicy-Display,CN=40E,CN=DisplaySpecifiers,CN=Configuration,<DOMAIN-DN>","displaySpecifier","S-1-5-11","NT AUTHORITY\Authenticated Users","GenericRead","None","00000000-0000-0000-0000-000000000000","00000000-0000-0000-0000-000000000000","None","Allow","False","None","None","","","","",
"CN=domainPolicy-Display,CN=40E,CN=DisplaySpecifiers,CN=Configuration,<DOMAIN-DN>","displaySpecifier","S-1-5-18","NT AUTHORITY\SYSTEM","GenericAll","None","00000000-0000-0000-0000-000000000000","00000000-0000-0000-0000-000000000000","None","Allow","False","None","None","","","","",
"CN=domainPolicy-Display,CN=40E,CN=DisplaySpecifiers,CN=Configuration,<DOMAIN-DN>","displaySpecifier","<ROOTDOMAINSID>-519","<ROOT-NETBIOS>\Enterprise Admins","CreateChild, DeleteChild, Self, WriteProperty, ExtendedRight, GenericRead, WriteDacl, WriteOwner","None","00000000-0000-0000-0000-000000000000","00000000-0000-0000-0000-000000000000","None","Allow","False","None","None","","","","",
"CN=DS-UI-Default-Settings,CN=40E,CN=DisplaySpecifiers,CN=Configuration,<DOMAIN-DN>","dSUISettings","<ROOTDOMAINSID>-519","<ROOT-NETBIOS>\Enterprise Admins","Read permissions, Modify permissions","None","None","None","None","Owner","False","None","None","","","","",
"CN=DS-UI-Default-Settings,CN=40E,CN=DisplaySpecifiers,CN=Configuration,<DOMAIN-DN>","dSUISettings","S-1-5-11","NT AUTHORITY\Authenticated Users","GenericRead","None","00000000-0000-0000-0000-000000000000","00000000-0000-0000-0000-000000000000","None","Allow","False","None","None","","","","",
"CN=DS-UI-Default-Settings,CN=40E,CN=DisplaySpecifiers,CN=Configuration,<DOMAIN-DN>","dSUISettings","S-1-5-18","NT AUTHORITY\SYSTEM","GenericAll","None","00000000-0000-0000-0000-000000000000","00000000-0000-0000-0000-000000000000","None","Allow","False","None","None","","","","",
"CN=DS-UI-Default-Settings,CN=40E,CN=DisplaySpecifiers,CN=Configuration,<DOMAIN-DN>","dSUISettings","<ROOTDOMAINSID>-519","<ROOT-NETBIOS>\Enterprise Admins","CreateChild, DeleteChild, Self, WriteProperty, ExtendedRight, GenericRead, WriteDacl, WriteOwner","None","00000000-0000-0000-0000-000000000000","00000000-0000-0000-0000-000000000000","None","Allow","False","None","None","","","","",
"CN=foreignSecurityPrincipal-Display,CN=40E,CN=DisplaySpecifiers,CN=Configuration,<DOMAIN-DN>","displaySpecifier","<ROOTDOMAINSID>-519","<ROOT-NETBIOS>\Enterprise Admins","Read permissions, Modify permissions","None","None","None","None","Owner","False","None","None","","","","",
"CN=foreignSecurityPrincipal-Display,CN=40E,CN=DisplaySpecifiers,CN=Configuration,<DOMAIN-DN>","displaySpecifier","S-1-5-11","NT AUTHORITY\Authenticated Users","GenericRead","None","00000000-0000-0000-0000-000000000000","00000000-0000-0000-0000-000000000000","None","Allow","False","None","None","","","","",
"CN=foreignSecurityPrincipal-Display,CN=40E,CN=DisplaySpecifiers,CN=Configuration,<DOMAIN-DN>","displaySpecifier","S-1-5-18","NT AUTHORITY\SYSTEM","GenericAll","None","00000000-0000-0000-0000-000000000000","00000000-0000-0000-0000-000000000000","None","Allow","False","None","None","","","","",
"CN=foreignSecurityPrincipal-Display,CN=40E,CN=DisplaySpecifiers,CN=Configuration,<DOMAIN-DN>","displaySpecifier","<ROOTDOMAINSID>-519","<ROOT-NETBIOS>\Enterprise Admins","CreateChild, DeleteChild, Self, WriteProperty, ExtendedRight, GenericRead, WriteDacl, WriteOwner","None","00000000-0000-0000-0000-000000000000","00000000-0000-0000-0000-000000000000","None","Allow","False","None","None","","","","",
"CN=group-Display,CN=40E,CN=DisplaySpecifiers,CN=Configuration,<DOMAIN-DN>","displaySpecifier","<ROOTDOMAINSID>-519","<ROOT-NETBIOS>\Enterprise Admins","Read permissions, Modify permissions","None","None","None","None","Owner","False","None","None","","","","",
"CN=group-Display,CN=40E,CN=DisplaySpecifiers,CN=Configuration,<DOMAIN-DN>","displaySpecifier","S-1-5-11","NT AUTHORITY\Authenticated Users","GenericRead","None","00000000-0000-0000-0000-000000000000","00000000-0000-0000-0000-000000000000","None","Allow","False","None","None","","","","",
"CN=group-Display,CN=40E,CN=DisplaySpecifiers,CN=Configuration,<DOMAIN-DN>","displaySpecifier","S-1-5-18","NT AUTHORITY\SYSTEM","GenericAll","None","00000000-0000-0000-0000-000000000000","00000000-0000-0000-0000-000000000000","None","Allow","False","None","None","","","","",
"CN=group-Display,CN=40E,CN=DisplaySpecifiers,CN=Configuration,<DOMAIN-DN>","displaySpecifier","<ROOTDOMAINSID>-519","<ROOT-NETBIOS>\Enterprise Admins","CreateChild, DeleteChild, Self, WriteProperty, ExtendedRight, GenericRead, WriteDacl, WriteOwner","None","00000000-0000-0000-0000-000000000000","00000000-0000-0000-0000-000000000000","None","Allow","False","None","None","","","","",
"CN=inetOrgPerson-Display,CN=40E,CN=DisplaySpecifiers,CN=Configuration,<DOMAIN-DN>","displaySpecifier","<ROOTDOMAINSID>-519","<ROOT-NETBIOS>\Enterprise Admins","Read permissions, Modify permissions","None","None","None","None","Owner","False","None","None","","","","",
"CN=inetOrgPerson-Display,CN=40E,CN=DisplaySpecifiers,CN=Configuration,<DOMAIN-DN>","displaySpecifier","S-1-5-11","NT AUTHORITY\Authenticated Users","GenericRead","None","00000000-0000-0000-0000-000000000000","00000000-0000-0000-0000-000000000000","None","Allow","False","None","None","","","","",
"CN=inetOrgPerson-Display,CN=40E,CN=DisplaySpecifiers,CN=Configuration,<DOMAIN-DN>","displaySpecifier","S-1-5-18","NT AUTHORITY\SYSTEM","GenericAll","None","00000000-0000-0000-0000-000000000000","00000000-0000-0000-0000-000000000000","None","Allow","False","None","None","","","","",
"CN=inetOrgPerson-Display,CN=40E,CN=DisplaySpecifiers,CN=Configuration,<DOMAIN-DN>","displaySpecifier","<ROOTDOMAINSID>-519","<ROOT-NETBIOS>\Enterprise Admins","CreateChild, DeleteChild, Self, WriteProperty, ExtendedRight, GenericRead, WriteDacl, WriteOwner","None","00000000-0000-0000-0000-000000000000","00000000-0000-0000-0000-000000000000","None","Allow","False","None","None","","","","",
"CN=IntellimirrorGroup-Display,CN=40E,CN=DisplaySpecifiers,CN=Configuration,<DOMAIN-DN>","displaySpecifier","<ROOTDOMAINSID>-519","<ROOT-NETBIOS>\Enterprise Admins","Read permissions, Modify permissions","None","None","None","None","Owner","False","None","None","","","","",
"CN=IntellimirrorGroup-Display,CN=40E,CN=DisplaySpecifiers,CN=Configuration,<DOMAIN-DN>","displaySpecifier","S-1-5-11","NT AUTHORITY\Authenticated Users","GenericRead","None","00000000-0000-0000-0000-000000000000","00000000-0000-0000-0000-000000000000","None","Allow","False","None","None","","","","",
"CN=IntellimirrorGroup-Display,CN=40E,CN=DisplaySpecifiers,CN=Configuration,<DOMAIN-DN>","displaySpecifier","S-1-5-18","NT AUTHORITY\SYSTEM","GenericAll","None","00000000-0000-0000-0000-000000000000","00000000-0000-0000-0000-000000000000","None","Allow","False","None","None","","","","",
"CN=IntellimirrorGroup-Display,CN=40E,CN=DisplaySpecifiers,CN=Configuration,<DOMAIN-DN>","displaySpecifier","<ROOTDOMAINSID>-519","<ROOT-NETBIOS>\Enterprise Admins","CreateChild, DeleteChild, Self, WriteProperty, ExtendedRight, GenericRead, WriteDacl, WriteOwner","None","00000000-0000-0000-0000-000000000000","00000000-0000-0000-0000-000000000000","None","Allow","False","None","None","","","","",
"CN=IntellimirrorSCP-Display,CN=40E,CN=DisplaySpecifiers,CN=Configuration,<DOMAIN-DN>","displaySpecifier","<ROOTDOMAINSID>-519","<ROOT-NETBIOS>\Enterprise Admins","Read permissions, Modify permissions","None","None","None","None","Owner","False","None","None","","","","",
"CN=IntellimirrorSCP-Display,CN=40E,CN=DisplaySpecifiers,CN=Configuration,<DOMAIN-DN>","displaySpecifier","S-1-5-11","NT AUTHORITY\Authenticated Users","GenericRead","None","00000000-0000-0000-0000-000000000000","00000000-0000-0000-0000-000000000000","None","Allow","False","None","None","","","","",
"CN=IntellimirrorSCP-Display,CN=40E,CN=DisplaySpecifiers,CN=Configuration,<DOMAIN-DN>","displaySpecifier","S-1-5-18","NT AUTHORITY\SYSTEM","GenericAll","None","00000000-0000-0000-0000-000000000000","00000000-0000-0000-0000-000000000000","None","Allow","False","None","None","","","","",
"CN=IntellimirrorSCP-Display,CN=40E,CN=DisplaySpecifiers,CN=Configuration,<DOMAIN-DN>","displaySpecifier","<ROOTDOMAINSID>-519","<ROOT-NETBIOS>\Enterprise Admins","CreateChild, DeleteChild, Self, WriteProperty, ExtendedRight, GenericRead, WriteDacl, WriteOwner","None","00000000-0000-0000-0000-000000000000","00000000-0000-0000-0000-000000000000","None","Allow","False","None","None","","","","",
"CN=interSiteTransportContainer-Display,CN=40E,CN=DisplaySpecifiers,CN=Configuration,<DOMAIN-DN>","displaySpecifier","<ROOTDOMAINSID>-519","<ROOT-NETBIOS>\Enterprise Admins","Read permissions, Modify permissions","None","None","None","None","Owner","False","None","None","","","","",
"CN=interSiteTransportContainer-Display,CN=40E,CN=DisplaySpecifiers,CN=Configuration,<DOMAIN-DN>","displaySpecifier","S-1-5-11","NT AUTHORITY\Authenticated Users","GenericRead","None","00000000-0000-0000-0000-000000000000","00000000-0000-0000-0000-000000000000","None","Allow","False","None","None","","","","",
"CN=interSiteTransportContainer-Display,CN=40E,CN=DisplaySpecifiers,CN=Configuration,<DOMAIN-DN>","displaySpecifier","S-1-5-18","NT AUTHORITY\SYSTEM","GenericAll","None","00000000-0000-0000-0000-000000000000","00000000-0000-0000-0000-000000000000","None","Allow","False","None","None","","","","",
"CN=interSiteTransportContainer-Display,CN=40E,CN=DisplaySpecifiers,CN=Configuration,<DOMAIN-DN>","displaySpecifier","<ROOTDOMAINSID>-519","<ROOT-NETBIOS>\Enterprise Admins","CreateChild, DeleteChild, Self, WriteProperty, ExtendedRight, GenericRead, WriteDacl, WriteOwner","None","00000000-0000-0000-0000-000000000000","00000000-0000-0000-0000-000000000000","None","Allow","False","None","None","","","","",
"CN=interSiteTransport-Display,CN=40E,CN=DisplaySpecifiers,CN=Configuration,<DOMAIN-DN>","displaySpecifier","<ROOTDOMAINSID>-519","<ROOT-NETBIOS>\Enterprise Admins","Read permissions, Modify permissions","None","None","None","None","Owner","False","None","None","","","","",
"CN=interSiteTransport-Display,CN=40E,CN=DisplaySpecifiers,CN=Configuration,<DOMAIN-DN>","displaySpecifier","S-1-5-11","NT AUTHORITY\Authenticated Users","GenericRead","None","00000000-0000-0000-0000-000000000000","00000000-0000-0000-0000-000000000000","None","Allow","False","None","None","","","","",
"CN=interSiteTransport-Display,CN=40E,CN=DisplaySpecifiers,CN=Configuration,<DOMAIN-DN>","displaySpecifier","S-1-5-18","NT AUTHORITY\SYSTEM","GenericAll","None","00000000-0000-0000-0000-000000000000","00000000-0000-0000-0000-000000000000","None","Allow","False","None","None","","","","",
"CN=interSiteTransport-Display,CN=40E,CN=DisplaySpecifiers,CN=Configuration,<DOMAIN-DN>","displaySpecifier","<ROOTDOMAINSID>-519","<ROOT-NETBIOS>\Enterprise Admins","CreateChild, DeleteChild, Self, WriteProperty, ExtendedRight, GenericRead, WriteDacl, WriteOwner","None","00000000-0000-0000-0000-000000000000","00000000-0000-0000-0000-000000000000","None","Allow","False","None","None","","","","",
"CN=licensingSiteSettings-Display,CN=40E,CN=DisplaySpecifiers,CN=Configuration,<DOMAIN-DN>","displaySpecifier","<ROOTDOMAINSID>-519","<ROOT-NETBIOS>\Enterprise Admins","Read permissions, Modify permissions","None","None","None","None","Owner","False","None","None","","","","",
"CN=licensingSiteSettings-Display,CN=40E,CN=DisplaySpecifiers,CN=Configuration,<DOMAIN-DN>","displaySpecifier","S-1-5-11","NT AUTHORITY\Authenticated Users","GenericRead","None","00000000-0000-0000-0000-000000000000","00000000-0000-0000-0000-000000000000","None","Allow","False","None","None","","","","",
"CN=licensingSiteSettings-Display,CN=40E,CN=DisplaySpecifiers,CN=Configuration,<DOMAIN-DN>","displaySpecifier","S-1-5-18","NT AUTHORITY\SYSTEM","GenericAll","None","00000000-0000-0000-0000-000000000000","00000000-0000-0000-0000-000000000000","None","Allow","False","None","None","","","","",
"CN=licensingSiteSettings-Display,CN=40E,CN=DisplaySpecifiers,CN=Configuration,<DOMAIN-DN>","displaySpecifier","<ROOTDOMAINSID>-519","<ROOT-NETBIOS>\Enterprise Admins","CreateChild, DeleteChild, Self, WriteProperty, ExtendedRight, GenericRead, WriteDacl, WriteOwner","None","00000000-0000-0000-0000-000000000000","00000000-0000-0000-0000-000000000000","None","Allow","False","None","None","","","","",
"CN=localPolicy-Display,CN=40E,CN=DisplaySpecifiers,CN=Configuration,<DOMAIN-DN>","displaySpecifier","<ROOTDOMAINSID>-519","<ROOT-NETBIOS>\Enterprise Admins","Read permissions, Modify permissions","None","None","None","None","Owner","False","None","None","","","","",
"CN=localPolicy-Display,CN=40E,CN=DisplaySpecifiers,CN=Configuration,<DOMAIN-DN>","displaySpecifier","S-1-5-11","NT AUTHORITY\Authenticated Users","GenericRead","None","00000000-0000-0000-0000-000000000000","00000000-0000-0000-0000-000000000000","None","Allow","False","None","None","","","","",
"CN=localPolicy-Display,CN=40E,CN=DisplaySpecifiers,CN=Configuration,<DOMAIN-DN>","displaySpecifier","S-1-5-18","NT AUTHORITY\SYSTEM","GenericAll","None","00000000-0000-0000-0000-000000000000","00000000-0000-0000-0000-000000000000","None","Allow","False","None","None","","","","",
"CN=localPolicy-Display,CN=40E,CN=DisplaySpecifiers,CN=Configuration,<DOMAIN-DN>","displaySpecifier","<ROOTDOMAINSID>-519","<ROOT-NETBIOS>\Enterprise Admins","CreateChild, DeleteChild, Self, WriteProperty, ExtendedRight, GenericRead, WriteDacl, WriteOwner","None","00000000-0000-0000-0000-000000000000","00000000-0000-0000-0000-000000000000","None","Allow","False","None","None","","","","",
"CN=lostAndFound-Display,CN=40E,CN=DisplaySpecifiers,CN=Configuration,<DOMAIN-DN>","displaySpecifier","<ROOTDOMAINSID>-519","<ROOT-NETBIOS>\Enterprise Admins","Read permissions, Modify permissions","None","None","None","None","Owner","False","None","None","","","","",
"CN=lostAndFound-Display,CN=40E,CN=DisplaySpecifiers,CN=Configuration,<DOMAIN-DN>","displaySpecifier","S-1-5-11","NT AUTHORITY\Authenticated Users","GenericRead","None","00000000-0000-0000-0000-000000000000","00000000-0000-0000-0000-000000000000","None","Allow","False","None","None","","","","",
"CN=lostAndFound-Display,CN=40E,CN=DisplaySpecifiers,CN=Configuration,<DOMAIN-DN>","displaySpecifier","S-1-5-18","NT AUTHORITY\SYSTEM","GenericAll","None","00000000-0000-0000-0000-000000000000","00000000-0000-0000-0000-000000000000","None","Allow","False","None","None","","","","",
"CN=lostAndFound-Display,CN=40E,CN=DisplaySpecifiers,CN=Configuration,<DOMAIN-DN>","displaySpecifier","<ROOTDOMAINSID>-519","<ROOT-NETBIOS>\Enterprise Admins","CreateChild, DeleteChild, Self, WriteProperty, ExtendedRight, GenericRead, WriteDacl, WriteOwner","None","00000000-0000-0000-0000-000000000000","00000000-0000-0000-0000-000000000000","None","Allow","False","None","None","","","","",
"CN=msCOM-Partition-Display,CN=40E,CN=DisplaySpecifiers,CN=Configuration,<DOMAIN-DN>","displaySpecifier","<ROOTDOMAINSID>-519","<ROOT-NETBIOS>\Enterprise Admins","Read permissions, Modify permissions","None","None","None","None","Owner","False","None","None","","","","",
"CN=msCOM-Partition-Display,CN=40E,CN=DisplaySpecifiers,CN=Configuration,<DOMAIN-DN>","displaySpecifier","S-1-5-11","NT AUTHORITY\Authenticated Users","GenericRead","None","00000000-0000-0000-0000-000000000000","00000000-0000-0000-0000-000000000000","None","Allow","False","None","None","","","","",
"CN=msCOM-Partition-Display,CN=40E,CN=DisplaySpecifiers,CN=Configuration,<DOMAIN-DN>","displaySpecifier","S-1-5-18","NT AUTHORITY\SYSTEM","GenericAll","None","00000000-0000-0000-0000-000000000000","00000000-0000-0000-0000-000000000000","None","Allow","False","None","None","","","","",
"CN=msCOM-Partition-Display,CN=40E,CN=DisplaySpecifiers,CN=Configuration,<DOMAIN-DN>","displaySpecifier","<ROOTDOMAINSID>-519","<ROOT-NETBIOS>\Enterprise Admins","CreateChild, DeleteChild, Self, WriteProperty, ExtendedRight, GenericRead, WriteDacl, WriteOwner","None","00000000-0000-0000-0000-000000000000","00000000-0000-0000-0000-000000000000","None","Allow","False","None","None","","","","",
"CN=msCOM-PartitionSet-Display,CN=40E,CN=DisplaySpecifiers,CN=Configuration,<DOMAIN-DN>","displaySpecifier","<ROOTDOMAINSID>-519","<ROOT-NETBIOS>\Enterprise Admins","Read permissions, Modify permissions","None","None","None","None","Owner","False","None","None","","","","",
"CN=msCOM-PartitionSet-Display,CN=40E,CN=DisplaySpecifiers,CN=Configuration,<DOMAIN-DN>","displaySpecifier","S-1-5-11","NT AUTHORITY\Authenticated Users","GenericRead","None","00000000-0000-0000-0000-000000000000","00000000-0000-0000-0000-000000000000","None","Allow","False","None","None","","","","",
"CN=msCOM-PartitionSet-Display,CN=40E,CN=DisplaySpecifiers,CN=Configuration,<DOMAIN-DN>","displaySpecifier","S-1-5-18","NT AUTHORITY\SYSTEM","GenericAll","None","00000000-0000-0000-0000-000000000000","00000000-0000-0000-0000-000000000000","None","Allow","False","None","None","","","","",
